filtered text,label
americanair i fortunately was not on that flight just in the same waiting area impressed w how he handled the stressful situation,POSITIVE
americanair weve been on hold for over hrs you cancelled flighted flt phldfw need assistance,NEGATIVE
americanair thanks to marie for reflight booking problems me and my friends im cali bound thanks to this sweet angel blessed,POSITIVE
americanair their flights into buffalo as well you were the only flight cancelled flightled,NEGATIVE
americanair this is after you cancelled flightled our flight into buffalo because of weather and lied to us and said other airlines cancelled flightled,NEGATIVE
americanair know that i could use that for a flight into canada by they time they figured it out it was too late flight to check our bags,NEUTRAL
americanair dropping the ball again no catering plane switch no gate attendant hours late flight really nice,NEGATIVE
americanair its adolfo garcia,NEUTRAL
americanair my friend needs some help on her flt shes not on twiiter can i dm you her info,NEUTRAL
americanair my flight from vcp to jfk was delayed and now it has been cancelled flighted what should i do,NEGATIVE
americanair hats off to admiral lounge attendant yyz terminal who gave her banana to our toddler when none avail elsewhere,POSITIVE
americanair well drop off your luggage hours after your flight is ridiculous,NEGATIVE
americanair thanks bummer poor planning on my part i assume the card in passbook wont work either,NEUTRAL
americanair you should be more timely with bags that missed a flight people need their undies the next morning,NEGATIVE
americanair i tried that they wont book us with another airline i wish i had flown with you we are now stuck in fl til weds,POSITIVE
americanair a true americanview the national mall httptconexdbcrhg,NEUTRAL
vanessaannz seriously you hate americanair since they cant accommodate you due to inclemental weather disruptions lol very funny,NEGATIVE
americanair gotta be worse than delta w on time departures i rushed back to terminal c for flight but they havent strtd boarding,NEGATIVE
americanair i know you are getting pummeled tonight dfwairport we were one of the lucky out of slcairport just one more austinairport,NEUTRAL
americanair and gold status too,NEUTRAL
americanair in car gng to dfw pulled over hr ago very icy roads onhold with aa since hr cant reach arpt for aa wat do,NEGATIVE
americanair was told at pm my bags would be at my house by pm well theyre not and i continue to be lied to,NEGATIVE
americanair wont answer the reservation line nice service we may be stuck,NEGATIVE
americanair its not your agents its your voice activated system thats not working right and no email on cancelled flightlation lots of problems,NEGATIVE
americanair i was on flt tomorrow they moved me to i need it moved to tuesday the roads wont be better for flight thanks,NEGATIVE
americanair im on tmrw from cun dfw final destn is ord seeing freezing rain in dfw all morning should i change my connection,NEUTRAL
americanair no other what should be valid circle pacific itineraries can be booked either always makes all us dest invalid last leg,NEGATIVE
americanair i am trying to add my tsa pre check number to my reservation online and dont see an option to do that nosecuritylines,NEGATIVE
americanair you have the poorest trained employees at these desks i havent even started to discuss the lostluggage yet,NEGATIVE
americanair none of your sample itineraries can actually be booked httptcomfrabgna every last leg back to us says invalid,NEGATIVE
americanair im booked for tuesday night degrees in alabama right now im good stay warm and safe,POSITIVE
americanair so plot thickens were on plane but no ground crew to get us off gate apparently under the weather in large numbers,NEGATIVE
americanair number will not even let you wait for next customer rep very frustrating cant talk to humans,NEGATIVE
americanair what happened we didnt get a notification about a departure cancelled flightation tomorrow why will it take hrs to talk to someone,NEGATIVE
americanair you set a schedule try and keep it aaalwayslate flight,NEUTRAL
americanair derekc to my surprise ba doesnt have me registered in the system i was getting hopeful lets step it up okay,NEGATIVE
americanair unfortunately that is not true a robot apologizes and hangs up so how do i get help,NEGATIVE
americanair thanks for the reply but a functioning plane four hours ago was the only way to do that the staff was friendly tho,POSITIVE
thank you for sending more details americanair theyre pretty handy dandy more info here httptcofvlxirhf lookforwardtoflywithaa,POSITIVE
americanair aa being ignored,NEGATIVE
americanair fyi twice now ive tried the well call you when someone is free thing both times it called i picked up then it hung up,NEGATIVE
americanair thats the number i called it wouldnt let me speak to an agent because of the issues with weather today,NEGATIVE
americanair usually raving about the service to lax your nbr and helper cant figure out how to hang a coat and serve a drink f,NEGATIVE
americanair motvida just so you know reservations team has a hr callback time,NEGATIVE
americanair what do kids aged and need to fly with aa internally within the usa thanks for confirming,NEUTRAL
